# Program:featureCounts v2.0.1; Command:"/u/home/s/samdemar/tools/Subread/subread-2.0.1-source/bin/featureCounts" "-F" "GFF" "-a" "/u/home/s/samdemar/refrencegenomes/AnnotationFiles/Saccharomyces_cerevisiae.R64-1-1.104.gtf" "-o" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/Counts/counts.txt" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_1YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_2YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_3YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_1YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_2YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_3YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_1YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_2YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_3YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_1_YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_2_YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_3_YPD_1.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_1YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_2YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_3YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_1YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_2YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_3YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_1YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_2YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_3YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_1_YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_2_YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_3_YPD_1.fq.gz.bam
YBL072C	II	88523	89125	-	603	154114	168893	156615	156581	159118	165716	155611	144366	146614	176826	183951	172584
YBR103W	II	447709	449316	+	1608	2284	2419	2271	2844	2465	2604	3554	2887	2828	2167	2319	2047
YBR107C	II	453793	454530	-	738	943	935	934	1852	1882	2015	2597	2228	2060	766	870	805
YBL024W	II	172534	174588	+	2055	16035	14827	13558	13561	14460	15376	11648	9983	9997	21889	21353	14672
YBR012C	II	259147	259566	-	420	462	527	506	865	774	794	2602	1698	1861	178	217	205
YBR188C	II	603685	604107	-	423	1269	1144	946	1837	1773	1792	1956	1405	1572	890	1077	1030
YBL075C	II	84499	86448	-	1950	2213	2484	1905	5511	4955	5586	7808	6407	6351	1262	1198	1338
YBR102C	II	445062	447323	-	2262	5574	5426	5145	6286	6166	6463	7384	5857	5831	4270	4498	3967
YBR006W	II	247010	248503	+	1494	3654	3123	2721	4273	3776	4543	5202	3831	4064	1252	1306	1483
YBL051C	II	122753	124759	-	2007	7454	7190	6497	6547	6150	7213	7063	5557	5969	8018	7344	7699
YBR196C	II	612236	613900	-	1665	157357	168568	149192	148479	145579	149616	164602	128798	139453	168093	180396	180688
YBL031W	II	161699	162715	+	1017	813	736	655	999	1128	1052	1031	949	936	913	819	873
YBR141W-A	II	527167	527262	+	96	0	0	0	0	0	0	0	0	0	0	0	0
YBL006W-A	II	216711	216860	+	150	0	0	0	0	0	0	0	0	0	0	0	0
YBL100W-C	II	28427	28546	+	120	234	306	231	171	174	184	402	339	307	154	166	131
YBR236C	II	690383	691693	-	1311	4686	4747	4186	4600	4136	4721	5712	4038	4603	4130	4088	4348
YBR276C	II	757620	760043	-	2424	7464	7557	6368	7744	7645	7950	7943	6153	6040	7272	7557	7141
YBR036C	II	309081	310313	-	1233	11341	11455	10360	9626	9537	10130	10941	8943	9917	10088	10353	11256
YBR045C	II	328173	330092	-	1920	675	899	635	2229	2041	2127	3900	3028	3257	428	407	460
YBR291C	II	783673	784572	-	900	1743	1770	1676	3819	4168	4010	5012	4052	4435	1563	1849	1270
YBR137W	II	513044	513583	+	540	2571	2875	2364	2925	2814	3082	3859	3409	3340	1627	1736	2051
YBR079C	II	395383	398277	-	2895	30448	30662	27183	29251	31523	32442	29189	24484	27129	46411	44733	32418
YBR017C	II	270947	273703	-	2757	16318	16657	14910	15104	15639	16734	16017	12601	13615	16913	18473	15442
YBL044W	II	135998	136366	+	369	33	36	37	78	45	76	90	44	49	52	62	40
YBL023C	II	174920	177526	-	2607	4833	4728	4208	4814	4325	4956	4233	3407	3532	5866	6096	5407
YBR127C	II	491269	492822	-	1554	80137	82937	74084	68161	68493	73522	74186	62024	68094	76515	80379	71502
YBR152W	II	546376	547251	+	876	884	754	709	1230	1264	1214	1379	1058	1067	929	1048	803
YBR035C	II	306269	306955	-	687	8208	8715	7267	8301	7992	8614	10861	8873	9278	6923	7146	7929
YBR289W	II	779667	782384	+	2718	1848	1905	1571	1751	1687	1865	1843	1380	1439	2657	2152	1818
YBL017C	II	186844	191583	-	4740	36404	35591	31186	38947	38397	39744	47521	35653	37911	30245	31226	31862
YBR157C	II	553543	554310	-	768	1601	1425	1424	2267	2341	2597	2495	2187	2216	1189	1207	869
YBL104C	II	18177	21293	-	3117	3593	3411	3416	4112	3812	4445	4183	3260	3252	3616	3605	3550
YBL109W	II	5790	6125	+	336	3	8	6	16	6	16	61	26	52	5	1	4
tL(UAA)B1	II	9583	9666	+	84	0	1	2	0	1	0	3	1	0	4	0	0
YBR072C-A	II	382860	383021	-	162	360	357	341	77	42	63	412	317	384	55	81	53
YBR300C	II	808600	809097	-	498	28	30	33	203	98	114	219	201	167	16	27	13
YBR195C	II	610614	611882	-	1269	1535	1352	1224	3297	3166	3345	3284	2656	2734	1484	1701	1191
YBR233W	II	683428	684669	+	1242	837	822	798	817	764	840	990	872	820	761	738	637
YBR262C	II	735720	736040	-	321	2307	1888	1877	2203	1776	2152	1920	1749	1826	2026	2220	2295
YBR020W	II	279021	280607	+	1587	387	357	368	1284	1304	1236	1799	1399	1580	481	372	294
YBR085C-A	II	418907	419164	-	258	13200	14709	13112	13614	12431	13455	22776	18891	20316	5969	6620	8373
YBR123C	II	484742	486691	-	1950	2130	2202	2011	2016	2030	2207	2698	2065	1992	2175	2065	2113
YBR221C	II	665153	666253	-	1101	30346	31833	28397	36013	36503	37071	44503	34571	37035	28073	30170	28838
YBL029W	II	166134	167264	+	1131	1253	1680	1397	3353	2802	3287	3618	3265	3398	1342	1321	1192
YBL045C	II	134143	135516	-	1374	8283	7584	6694	6540	6701	6403	6545	5119	5742	7077	7285	7462
YBR191W-A	II	607149	607223	+	75	102	153	159	129	151	130	113	115	103	178	136	137
YBR154C	II	548362	549009	-	648	9393	9144	8868	8589	8495	9118	7818	6623	6530	11449	12545	9089
YBR278W	II	760294	760899	+	606	744	796	842	1338	1196	1369	1651	1390	1609	587	537	583
YBR273C	II	748061	749371	-	1311	5582	5700	5023	5240	4863	5408	6567	5077	5617	3835	3937	4539
YBR032W	II	301519	301821	+	303	178	208	198	582	515	560	852	708	826	198	171	112
YBR048W	II;II	332831;333387	332875;333812	+;+	471	162108	171692	146696	173865	189353	180625	158059	130267	152175	184594	195743	169651
YBR104W	II	449667	450656	+	990	2948	2802	2450	3368	3388	3680	2635	1966	2041	3559	4114	2676
YBL079W	II	75259	79767	+	4509	14488	14418	12622	12901	13744	13962	13906	10514	10607	16440	17854	13088
YBR265W	II	738582	739544	+	963	3959	3843	3554	4216	4457	4599	4813	4221	4526	7141	7760	5995
YBR249C	II	716882	717994	-	1113	29140	29762	27941	25716	26525	27425	31873	27107	28227	27462	28143	24712
YBR203W	II	629168	631942	+	2775	1508	1287	1365	3065	2817	3119	4904	3135	3352	961	1008	1066
YBR184W	II	597363	598934	+	1572	357	356	313	1315	1184	1139	2237	1957	2014	444	400	416
YBR170C	II	576344	578086	-	1743	7224	7737	7255	6488	6052	6628	9936	8338	9036	4795	4620	4915
YBR173C	II	581726	582172	-	447	4949	5430	5013	4615	4090	4700	6672	5291	5805	3823	3941	3923
YBR133C	II	501804	504287	-	2484	5883	5229	5022	6342	5932	6627	6702	5348	5510	5220	5005	4224
YBR275C	II	751356	757106	-	5751	6986	6590	5843	6247	6047	7192	6091	4668	4888	7718	7970	6929
YBL108W	II	8177	8482	+	306	4	1	0	67	23	63	38	45	47	4	2	10
YBL113W-A	II	646	1128	+	483	0	0	0	0	0	0	0	0	0	0	0	0
YBL085W	II	63876	66818	+	2943	7936	7829	6852	7224	6761	7181	6758	5688	6176	9018	8196	8628
YBL052C	II	119379	121874	-	2496	3030	3017	2639	4015	4107	4302	3788	2795	3199	4032	3625	3437
YBL009W	II	207194	209224	+	2031	1873	1636	1543	1806	1799	2001	1612	1167	1165	2412	2819	1812
YBR283C	II	768943	770415	-	1473	21936	23176	21143	20140	21738	21937	23538	18959	20502	24448	25462	20701
YBR094W	II	432036	434297	+	2262	5002	5011	4657	5047	4707	5321	5539	4708	4608	4866	4837	4507
YBR258C	II	729734	730162	-	429	590	521	566	991	801	978	1010	871	815	470	491	608
YBR201W	II	623576	624211	+	636	1884	1980	1643	1624	1623	1955	2304	1740	1918	1418	1398	1702
YBR070C	II	379221	379934	-	714	2160	2330	2091	2268	2234	2362	3494	3000	2927	1740	1954	1652
tE(UUC)B	II	645167	645238	+	72	1	3	6	0	1	1	2	0	0	1	4	0
YBR198C	II	616127	618523	-	2397	7552	7146	6196	6065	6074	6523	6873	5294	5720	6863	7442	6309
YBL056W	II	113762	115168	+	1407	14135	14504	13059	14522	14561	15104	14146	11780	12826	14097	15800	15183
YBL099W	II	37053	38690	+	1638	18939	18571	16411	15865	16719	16088	15781	12948	14698	17173	16681	16388
YBR257W	II	728885	729724	+	840	887	692	786	1394	1324	1523	1487	994	1160	954	1002	748
YBR126W-A	II	490850	491056	+	207	132	117	109	79	66	87	164	136	154	25	38	53
YBR242W	II	704670	705386	+	717	2245	2017	1928	2954	3005	3084	2587	2162	2428	2796	3077	2128
YBL008W	II	209653	212175	+	2523	2561	2380	2252	2677	2512	2843	2752	2024	2018	2446	2693	2535
YBR181C	II;II	591712;592769	592416;592774	-;-	711	129793	142338	123959	131935	136165	136973	121341	109161	122244	153531	150287	138470
tC(GCA)B	II	643007	643078	-	72	6	6	7	6	0	0	2	3	3	0	3	7
YBR052C	II	338720	339352	-	633	8291	9027	8325	7168	6805	7417	9178	8203	8943	5858	5656	7091
YBR093C	II	429548	430951	-	1404	2710	2953	2969	7819	5616	6800	8280	6951	7733	4847	5589	4833
YBR049C	II	334386	336818	-	2433	6556	6111	6219	6768	7276	7495	7709	6199	6384	8079	7869	6812
YBR056W	II	347879	349384	+	1506	9491	9941	8950	9477	9023	9387	12584	9824	11133	5540	5695	7615
YBL030C	II	163041	163997	-	957	15603	15187	12336	15964	16960	16134	13774	11629	12658	14208	15013	14878
tT(AGU)B	II	266378	266450	+	73	0	4	2	2	0	0	2	0	1	0	0	1
YBR141C	II	527025	528038	-	1014	1152	800	898	1559	1749	1994	2050	1685	1734	898	1318	624
YBR226C	II	673155	673565	-	411	26	28	40	42	47	48	53	48	51	39	22	49
YBL005W	II	217470	220400	+	2931	3577	3937	3536	11742	11617	12522	17187	13057	14085	3740	4016	4223
YBR151W	II	545028	545978	+	951	9791	9972	8983	10174	9831	10390	11326	9667	10336	8155	8138	8887
YBR144C	II	533235	533549	-	315	508	614	544	214	176	194	833	779	881	95	75	73
YBR178W	II	586071	586445	+	375	4	20	10	14	11	16	27	36	25	0	10	6
YBR138C	II	513762	515336	-	1575	827	848	767	975	872	963	1548	1037	1204	1133	1038	1106
YBL090W	II	48825	49358	+	534	2148	2124	2110	2316	2084	2275	3381	2824	3097	1907	2243	2341
YBL105C	II	14241	17696	-	3456	10487	10393	9368	9452	9443	10140	11048	8299	9022	11008	10643	10205
YBL102W	II	24098	24745	+	648	4469	5084	4309	5503	4994	5579	5300	4647	4863	5116	5201	5803
YBL011W	II	203538	205817	+	2280	8821	8830	7890	8627	8583	9243	10378	7643	8665	8672	8274	7985
YBR095C	II	434406	435698	-	1293	2581	2332	2203	2010	2016	2057	2586	1802	1789	1768	2203	1794
YBR196C-B	II	614526	614630	-	105	1196	1253	1378	562	576	585	2454	2087	2076	320	333	312
YBL048W	II	127299	127610	+	312	206	210	210	1088	1016	1077	1266	1037	1049	166	165	202
YBR066C	II	370037	370699	-	663	2148	1807	2018	1604	1701	1840	2932	2734	2696	2032	1745	1273
YBR292C	II	784702	785073	-	372	201	249	254	193	153	135	536	395	445	88	73	89
YBR018C	II	274427	275527	-	1101	114	66	66	753	659	794	626	480	447	98	88	116
YBR194W	II	610038	610409	+	372	1128	1181	1084	836	667	796	1580	1160	1221	658	717	656
YBR076C-A	II	391351	391617	-	267	1768	1826	1836	1998	1853	2093	3062	2685	2680	1012	1222	1251
YBR108W	II	454822	457665	+	2844	3292	3184	2630	2677	2605	2993	4511	3100	3312	1967	1972	2580
YBR046C	II	330507	331511	-	1005	3831	4405	3808	4679	4110	4886	6553	4987	5353	2439	2520	3584
YBR235W	II	686901	690263	+	3363	8491	8441	7366	9801	9696	10167	11680	9022	9768	6798	6876	6424
YBR274W	II	749594	751177	+	1584	3131	3105	2852	3778	3752	3864	4649	3715	3681	2574	2594	2487
YBL006C	II	216587	217129	-	543	3004	3317	3042	3289	3093	3642	4019	3410	3238	2826	3231	2957
YBR186W	II;II	600553;602217	602103;602360	+;+	1695	513	380	352	1708	1869	1856	3732	3246	3351	265	370	196
YBR277C	II	760215	760616	-	402	5	4	6	27	12	26	27	36	17	7	4	4
YBR185C	II	599123	599959	-	837	1264	1258	1275	1501	1355	1510	1472	1179	1247	1354	1429	1447
YBL078C	II	80378	80731	-	354	2092	2188	1954	2327	1821	2205	3195	2432	2677	1297	1149	1840
YBR037C	II	310565	311452	-	888	2477	2592	2040	2083	2064	2249	3109	2491	2579	1947	2177	2452
YBR015C	II	267710	269503	-	1794	13896	14198	11983	13079	13169	13411	12729	10881	11812	15528	15819	14243
YBR016W	II	270247	270633	+	387	5687	6234	5603	4740	4576	4883	5488	4383	4883	5150	5276	5859
YBL107W-A	II	9268	9372	+	105	65	76	79	128	147	146	223	156	157	59	40	66
YBL071W-A	II	89978	90226	+	249	603	514	457	2634	2311	2818	2917	2337	2389	543	667	390
YBR269C	II	742160	742576	-	417	2156	2120	1953	1887	1658	1879	2067	1857	1916	1365	1529	2003
YBR266C	II	739936	740388	-	453	0	0	0	0	0	0	0	0	0	0	0	0
YBR055C	II	344602	347301	-	2700	3764	3676	3303	8326	7867	8407	8341	6769	7394	3947	4079	3397
YBR088C	II	424990	425766	-	777	612	574	595	590	604	647	401	356	313	812	997	647
tV(UAC)B	II	326792	326865	-	74	10	2	6	4	3	5	18	8	11	0	7	2
YBL019W	II	184353	185915	+	1563	1534	1304	1344	3209	2859	3122	3873	2846	3208	969	1058	1041
YBR112C	II	462870	465770	-	2901	6744	6996	6099	5653	5728	6066	7327	5484	6049	8480	7417	7281
YBR164C	II	567875	568426	-	552	6353	6637	5807	8515	8016	8823	8497	6679	7547	6426	6589	6542
YBR148W	II	537876	539705	+	1830	581	630	552	1096	770	976	1738	1140	1209	234	176	239
YBL020W	II	182401	184125	+	1725	5142	5367	4887	7065	7224	7246	7313	5990	6697	5570	5973	4792
YBR208C	II	636703	642210	-	5508	14734	14540	12930	17210	15160	18314	48072	22037	23820	14040	14437	9900
tD(GUC)B	II	405960	406031	+	72	2	3	2	5	0	2	14	17	1	1	2	1
YBR172C	II	579150	581372	-	2223	6116	5867	5134	4974	4750	5692	5118	3852	4345	6378	6958	5855
YBL097W	II	40831	43095	+	2265	2262	2261	1875	1681	1901	1918	2342	1691	1848	2055	2204	2097
YBR050C	II	337183	338199	-	1017	1109	1122	999	578	531	578	2770	2558	2521	184	213	206
YBR183W	II	596115	597065	+	951	2034	2074	1673	1546	1330	1454	1935	1644	1965	883	816	1032
YBR213W	II	650368	651192	+	825	207	281	226	225	194	171	320	252	256	177	261	160
YBR113W	II	465566	466048	+	483	433	465	435	394	393	452	426	375	421	631	540	496
YBL091C-A	II;II	46565;47147	47058;47180	-;-	528	1601	1670	1540	1804	1815	1905	2620	2371	2350	1119	1124	1471
YBR196C-A	II	614024	614173	-	150	222	215	249	237	261	280	522	433	439	115	119	103
YBR286W	II	774700	776313	+	1614	74052	75825	68525	65584	64928	66017	71322	58985	64142	69880	74280	66378
YBR268W	II	741299	741616	+	318	2652	3201	2740	3656	2942	3338	3515	2975	2855	2762	2883	3734
YBR058C-A	II	356324	356566	-	243	4219	4733	4707	4956	4415	4823	5211	4570	5047	4340	4349	4537
YBR287W	II	776571	777854	+	1284	18164	18766	17110	16389	16102	16604	18968	14984	17001	14255	15402	16035
YBL083C	II	69713	70138	-	426	0	0	0	0	2	0	0	1	0	0	0	0
YBL061C	II	105316	107406	-	2091	4043	3716	3505	3579	3545	3958	3423	2667	2375	4451	4826	3939
YBR267W	II	739841	741022	+	1182	1772	1143	1309	1182	1351	1467	941	604	570	1524	2490	916
YBR114W	II	467248	469620	+	2373	5966	5851	5324	5784	5541	6142	8090	6678	6985	3406	2980	3621
YBL032W	II	160184	161329	+	1146	7561	7427	6482	7292	7830	7926	7139	6087	6166	8716	9301	8384
YBR219C	II;II	662499;663003	662581;663303	-;-	384	220	249	203	64	63	63	296	245	230	52	42	48
tF(GAA)B	II;II	36398;36453	36434;36488	+;+	73	1	2	2	0	2	0	0	3	4	4	0	0
YBR299W	II	805351	807105	+	1755	1304	1389	1279	1099	1144	1213	7567	6016	6479	263	276	200
YBR191W	II;II	606270;606669	606280;607140	+;+	483	106023	116263	101994	107631	109545	108412	102057	87976	100781	118359	118665	106979
YBR125C	II	487199	488380	-	1182	2382	2335	2059	2024	2078	2197	2656	2002	2118	2193	1968	1867
YBL069W	II	90741	92030	+	1290	2363	1724	1663	1991	1775	2013	2671	2125	2146	1230	1590	1191
YBR223C	II	668663	670297	-	1635	964	901	913	1606	1526	1614	1924	1322	1355	801	831	820
YBR074W	II	386286	389216	+	2931	10617	10622	9507	17132	16462	17851	17953	14064	15597	11743	12160	10569
YBR201C-A	II	624493	624696	-	204	343	411	395	592	430	488	727	545	633	505	462	532
YBR187W	II	602634	603476	+	843	8677	9056	8229	9685	9804	9515	9037	7789	8231	11196	12588	10260
YBL021C	II	181660	182094	-	435	1390	1190	1004	1329	1204	1546	1509	1268	1357	847	1268	917
YBL049W	II	126828	127244	+	417	363	316	340	1371	1245	1293	1502	1144	1193	230	294	241
YBL035C	II	151493	153610	-	2118	2181	2208	2151	2448	2428	3011	4296	3273	3269	2607	2590	1937
YBL095W	II	43277	44089	+	813	205	190	154	182	221	175	178	135	180	181	187	207
YBR073W	II	383112	385988	+	2877	10784	10703	9249	11409	11247	12002	10289	8431	8806	10832	10563	10325
YBR109W-A	II	458608	458832	+	225	129	179	161	230	212	263	317	258	284	102	118	152
YBR260C	II	732639	734639	-	2001	3725	3638	3504	3363	3538	3636	4229	3511	3390	3271	3403	3270
YBR279W	II	761257	762594	+	1338	5485	4992	4833	4592	4487	4709	4979	4161	4344	5087	5014	4511
YBR211C	II	646158	647132	-	975	1386	1313	1313	1193	1271	1352	1277	1074	1066	1393	1430	1123
YBR078W	II;II	393123;393511	393180;394742	+;+	1290	60578	61743	56244	57968	61944	61466	57588	46785	51932	76092	79574	65699
YBR063C	II	366970	368184	-	1215	1011	971	862	2283	2152	2325	2444	2055	2319	889	994	897
YBR028C	II	294425	296002	-	1578	3083	2853	2715	4645	4301	4821	3619	3062	3257	3373	3613	3022
YBL039C-A	II	144948	145031	-	84	0	0	0	0	0	0	0	0	0	0	0	0
YBR129C	II	494353	495339	-	987	2591	2408	2449	2421	2262	2476	2238	2106	2068	2858	3039	2831
YBL050W	II;II	125125;125271	125154;126119	+;+	879	10112	10337	9183	10263	9815	10457	11614	9685	10423	7673	7623	9299
YBR051W	II	337988	338338	+	351	103	77	84	102	83	112	383	325	305	16	19	18
YBR080C	II	398614	400890	-	2277	12672	12652	11627	11643	11972	12310	12854	10523	10966	11425	11883	12228
YBL058W	II	111437	112708	+	1272	15959	16171	14326	15502	14729	16221	17457	14034	15818	14316	14453	15337
YBL101C	II	24946	28299	-	3354	4832	5328	4546	4555	4214	4323	6383	4597	5058	4209	3162	5137
YBR140C	II	517350	526628	-	9279	21840	21918	19822	19565	20136	21934	25248	18019	19433	21394	20268	21108
YBR021W	II	281443	283344	+	1902	1022	861	744	1488	1603	1755	1804	1436	1488	966	1198	872
YBR232C	II	683373	683732	-	360	2	6	1	3	4	5	13	10	10	1	0	2
YBR024W	II	289445	290350	+	906	1639	1617	1532	1684	1527	1832	2305	1674	1974	1086	1249	1456
YBL005W-B	II	221330	226598	+	5269	80090	79012	72470	93932	79488	92906	138962	90193	100029	70175	61069	60330
YBL100W-A	II	29935	31251	+	1317	0	0	0	0	0	0	0	0	0	0	0	0
YBR012W-B	II	259869	265140	+	5272	36026	36119	33745	43187	35304	42401	70637	45420	48368	32677	28948	28682
YBR012W-A	II	259869	261191	+	1323	0	0	0	0	0	0	0	0	0	0	0	0
YBL005W-A	II	221330	222652	+	1323	0	0	0	0	0	0	0	0	0	0	0	0
YBL100W-B	II	29935	35248	+	5314	15084	15384	14436	21003	16567	20162	37682	23265	24463	11060	10495	11492
YNR017W	XIV	662913	663581	+	669	5832	5596	5052	6144	5867	6669	6011	4742	4506	7083	8454	7411
YNL105W	XIV	424155	424583	+	429	2	0	1	1	3	1	1	2	3	1	0	1
YNR069C	XIV	761123	762592	-	1470	2282	2895	2026	5351	4694	5263	8976	7190	7647	1172	1086	1254
YNL306W	XIV	58155	58808	+	654	4181	4233	3832	4752	3679	4587	4155	3193	3125	3784	4069	4866
YNL288W	XIV	90303	91424	+	1122	2131	2038	1563	1695	1649	1833	1891	1407	1440	1959	1825	1684
YNL191W	XIV	280432	281505	+	1074	2863	2634	2524	2384	2506	2645	2986	2266	2381	2321	2448	1977
YNL150W	XIV	349251	349658	+	408	33	19	17	45	36	36	58	73	98	9	9	11
YNL097C	XIV	441366	442358	-	993	1858	1876	1780	1376	1282	1503	2264	1903	1964	1265	1390	1310
tN(GUU)N1	XIV	102716	102789	+	74	2	9	4	4	14	6	8	27	16	4	4	10
YNL137C	XIV	368595	370055	-	1461	6960	6315	5678	5772	5180	5976	5645	4410	4699	5761	6285	6317
YNL331C	XIV	16118	17248	-	1131	995	1013	959	4789	4238	4684	4943	4296	4187	687	736	840
YNL030W	XIV	576727	577038	+	312	66554	71549	63403	56307	58134	61692	46781	42370	46494	79100	86907	91118
YNL297C	XIV	71673	76583	-	4911	11067	11285	10094	9573	9661	10376	11748	8992	9598	10122	10038	10225
YNL102W	XIV	430087	434493	+	4407	8499	7706	7193	7625	7966	8578	6622	5364	4937	10359	10295	8468
YNR026C	XIV	673274	674689	-	1416	3229	3376	3208	3763	3672	4029	4217	3510	3818	3305	3208	2880
YNL152W	XIV	346313	347542	+	1230	1914	1819	1700	2317	2083	2213	2552	2104	2141	1570	1585	1494
YNL140C	XIV	360917	361486	-	570	71	83	72	112	77	96	77	85	57	105	88	88
YNL099C	XIV	438567	439283	-	717	3558	3405	3093	4589	4684	4744	4727	4000	4328	3541	3860	3687
YNL182C	XIV	295960	297627	-	1668	5030	4076	4177	5607	5912	6423	3916	3175	3489	6545	7559	4061
YNL180C	XIV	299654	300649	-	996	3172	3059	2655	3670	3327	3843	3368	2860	3153	4172	3720	4153
YNR001C	XIV	629622	631061	-	1440	17996	18534	16433	18847	18166	19123	23626	17367	17938	8260	7884	11682
YNL091W	XIV	452408	456130	+	3723	9438	9496	8285	8217	8247	8781	9838	7591	7893	9586	9268	9230
YNL157W	XIV	340352	340858	+	507	5286	5209	4958	6566	6381	7027	7319	6266	6668	3797	3684	4315
YNL315C	XIV	43324	44280	-	957	3536	3743	3467	3626	2881	3383	3917	3130	3020	3408	3549	3996
YNL221C	XIV	231068	233695	-	2628	7565	7203	6369	9679	9728	10018	9015	6685	6409	7382	7986	6233
YNR052C	XIV	719346	720647	-	1302	4765	4706	4273	4081	4101	4440	4547	3386	3589	4168	5050	4264
YNL061W	XIV	510540	512396	+	1857	17494	16143	15096	14895	15344	16764	11644	9804	9659	20506	23778	14674
YNL284C	XIV	103134	104102	-	969	4287	4144	3644	3848	3544	3987	4032	3090	3295	3516	3926	3811
YNR040W	XIV	699690	700460	+	771	992	926	882	1025	925	1010	1163	918	815	761	924	974
YNL246W	XIV;XIV	185460;185587	185491;186349	+;+	795	3575	3824	3515	7222	7143	7475	6792	5581	5826	4034	4085	3996
YNL097W-A	XIV	441431	441586	+	156	0	0	0	0	0	0	0	0	0	0	0	0
YNL121C	XIV	398684	400537	-	1854	22983	23691	20781	23307	21592	23988	22740	17927	18428	26161	26523	26740
snR191	XIV	721938	722211	-	274	17559	18894	18585	5460	5334	5733	13863	13335	13391	6281	6616	6036
YNL043C	XIV	545589	545909	-	321	35	28	31	36	25	32	54	35	34	38	50	25
YNR055C	XIV	728426	730186	-	1761	6097	6896	5612	9837	9271	9797	10632	8762	9447	7524	7213	7076
YNL039W	XIV	555048	556832	+	1785	4052	4064	3455	5222	4822	5611	5822	4812	5078	3735	3717	3855
YNR036C	XIV	694361	694822	-	462	6144	6448	5678	6451	5462	6111	6590	5543	5601	5753	6056	6400
YNL304W	XIV	60297	61550	+	1254	1495	1602	1389	1415	1512	1538	2249	1798	1974	1426	1431	1354
YNL119W	XIV	401040	402521	+	1482	1666	1272	1411	2014	1951	2382	1528	1372	1221	1737	2449	1141
YNL034W	XIV	570477	572315	+	1839	3388	3198	2501	349	390	335	2226	1575	1568	207	236	248
YNL187W	XIV	287994	289067	+	1074	1037	976	751	2489	2363	2570	2288	1681	1868	745	761	870
YNL310C	XIV	51907	52431	-	525	1329	1431	1294	1486	1378	1431	1776	1430	1444	1187	1376	1372
YNL277W	XIV	117349	118809	+	1461	816	804	714	1804	1669	1638	2312	1512	1652	463	469	370
YNL126W	XIV	387227	389767	+	2541	2120	1898	1860	2022	2111	2042	2494	1807	2055	2700	2777	2070
tL(UAA)N	XIV	726134	726217	-	84	2	0	0	0	0	0	1	0	0	0	0	0
YNL210W	XIV	250931	251743	+	813	989	993	881	1683	1582	1777	5007	4004	4053	348	432	311
YNR041C	XIV	700541	701659	-	1119	768	837	708	955	819	862	746	649	614	1083	1227	990
YNL193W	XIV	274368	276044	+	1677	4422	4202	3834	3115	2997	3273	6115	4962	5008	2372	2559	2597
